item_name,qty,order_datetime
Garlic Mushrooms,3,2024-01-10 21:02:00
Coca Cola,1,2024-01-10 23:14:00
Soup of the Day,2,2024-01-11 01:48:00
French Fries,3,2024-01-11 04:03:00
Soup of the Day,1,invalid_date
Caesar Salad,1,2024-01-10 21:58:00
Apple Juice,1,2024-01-11 03:20:00
Apple Pie,4,2024-01-11 02:49:00
Tiramisu,3,2024-01-11 02:20:00
Tiramisu,2,2024-01-10 21:56:00
Unknown Item 11,2,2024-01-10 21:42:00
Tea,3,2024-01-11 00:26:00
Tea,1,2024-01-10 22:03:00
Tiramisu,1,2024-01-11 02:37:00
Unknown Item 9,2,2024-01-11 04:58:00
Apple Pie,1,2024-01-10 21:43:00
  Salmon  ,1,2024-01-10 23:31:00
Chocolate Cake,1,2024-01-10 19:22:00
  Salmon  ,1,2024-01-11 05:42:00
Unknown Item 0,3,2024-01-10 22:33:00
Sparkling Water,1,2024-01-10 22:26:00
  Salmon  ,2,invalid_date
Soup of the Day,1,2024-01-10 22:48:00
Hummus Plate,1,2024-01-11 01:15:00
  Salmon  ,1,2024-01-11 04:19:00
Onion Rings,2,2024-01-11 04:09:00
Apple Pie,2,2024-01-11 03:58:00
Chocolate Cake,3,2024-01-10 20:26:00
  Salmon  ,2,2024-01-11 05:35:00
Tiramisu,2,2024-01-11 01:24:00
Unknown Item 5,2,2024-01-10 21:13:00
Unknown Item 12,3,2024-01-10 22:05:00
Mashed Potatoes,2,2024-01-11 04:54:00
Unknown Item 15,1,2024-01-10 22:34:00
  Salmon  ,2,2024-01-11 03:12:00
Soup of the Day,2,2024-01-10 20:24:00
Seasonal Special,2,2024-01-11 03:38:00
Soup of the Day,1,2024-01-10 19:04:00
Chocolate Cake,3,2024-01-10 21:48:00
Veggie Burger,4,2024-01-11 02:42:00
Unknown Item 3,1,2024-01-11 02:30:00
  Salmon  ,3,2024-01-10 21:58:00
Caesar Salad,1,2024-01-10 22:58:00
  Salmon  ,1,invalid_date
Unknown Item 7,1,2024-01-10 21:47:00
  Salmon  ,1,2024-01-10 21:48:00
Margherita Pizza,3,2024-01-11 00:15:00
Unknown Item 5,1,invalid_date
Hummus Plate,1,2024-01-10 21:58:00
Soup of the Day,1,2024-01-10 21:20:00
  Salmon  ,1,2024-01-11 03:24:00
Coca Cola,1,invalid_date
Tiramisu,2,2024-01-10 22:16:00
Unknown Item 9,1,2024-01-10 22:56:00
Mashed Potatoes,3,2024-01-11 00:06:00
  Salmon  ,3,2024-01-11 03:46:00
Unknown Item 13,1,2024-01-10 23:53:00
  Salmon  ,3,2024-01-10 22:13:00
Cheesecake,1,invalid_date
Soup of the Day,1,2024-01-10 19:55:00
  Salmon  ,1,invalid_date
Apple Pie,1,2024-01-10 18:35:00
Apple Pie,2,2024-01-11 04:37:00
Sparkling Water,2,2024-01-11 03:18:00
Chocolate Cake,1,2024-01-10 21:21:00
Soup of the Day,2,invalid_date
Veggie Burger,1,2024-01-11 04:31:00
Chicken Burger,2,2024-01-11 01:43:00
Chicken Burgers,1,2024-01-10 22:48:00
  Salmon  ,1,2024-01-11 03:46:00
Coca Cola,1,2024-01-11 02:31:00
Margherita Pizza,1,invalid_date
Unknown Item 6,2,2024-01-11 03:10:00
  Salmon  ,3,2024-01-10 21:34:00
Apple Pie,1,2024-01-11 00:58:00
Tiramisu,2,invalid_date
Chicken Burger,2,2024-01-11 05:33:00
  Salmon  ,3,2024-01-10 19:54:00
  Salmon  ,1,2024-01-10 20:52:00
Caesar Salad,1,2024-01-11 02:48:00
  Salmon  ,3,invalid_date
Caesar Salad,2,2024-01-11 04:14:00
  Salmon  ,1,2024-01-10 20:09:00
Apple Pie,1,2024-01-10 18:32:00
Cheesecake,1,2024-01-10 23:03:00
French Fries,2,2024-01-11 02:42:00
Unknown Item 3,2,2024-01-11 04:58:00
Old Menu Item,1,2024-01-11 00:31:00
Veggie Burger,2,2024-01-10 18:34:00
Unknown Item 10,2,2024-01-11 01:00:00
Coca Cola,2,2024-01-10 18:46:00
Soup of the Day,2,2024-01-10 22:18:00
Cheesecake,3,2024-01-10 18:52:00
Apple Pie,1,invalid_date
  Salmon  ,3,2024-01-11 03:58:00
Margherita Pizza,1,2024-01-10 21:58:00
Unknown Item 0,1,invalid_date
Apple Juice,1,2024-01-10 21:39:00
  Salmon  ,1,2024-01-11 01:52:00
Veggie Burger,1,2024-01-10 22:50:00
  Salmon  ,1,2024-01-10 23:23:00
French Fries,3,2024-01-11 05:29:00
Chicken Wings,1,2024-01-11 02:44:00
  Salmon  ,2,2024-01-10 21:43:00
Cheesecake,1,2024-01-11 04:05:00
Soup of the Day,3,2024-01-11 02:54:00
Margherita Pizza,2,2024-01-11 02:02:00
Chicken Burger,1,2024-01-10 20:24:00
Chicken Burger,2,2024-01-10 22:30:00
Apple Pie,2,2024-01-10 20:00:00
Unknown Item 17,2,2024-01-11 20:54:00
Unknown Item 16,2,2024-01-11 23:50:00
Sparkling Water,2,2024-01-11 22:54:00
Garlic Mushrooms,2,2024-01-12 06:57:00
  Salmon  ,-1,2024-01-12 01:02:00
Coca Cola,1,2024-01-11 21:57:00
  Salmon  ,3,2024-01-12 04:56:00
  Salmon  ,-1,2024-01-12 02:17:00
Soup of the Day,1,invalid_date
Soup of the Day,1,2024-01-12 03:17:00
Caesar Salad,1,2024-01-12 04:36:00
Margherita Pizza,4,2024-01-12 02:11:00
Soup of the Day,1,2024-01-12 04:20:00
Chocolate Cake,1,2024-01-11 18:13:00
Margherita Pizzas,2,2024-01-12 02:48:00
Hummus Plate,3,2024-01-12 03:52:00
Caesar Salad,1,2024-01-11 23:04:00
Unknown Item 14,1,2024-01-11 22:36:00
Cheesecake,3,2024-01-11 21:53:00
Garlic Mushrooms,2,2024-01-12 04:43:00
  Salmon  ,1,2024-01-12 04:21:00
  Salmon  ,1,2024-01-11 22:47:00
Garlic Mushrooms,1,2024-01-11 21:44:00
Soup of the Day,1,2024-01-12 03:32:00
Veggie Burger,1,2024-01-12 03:22:00
Soup of the Day,3,2024-01-11 20:27:00
Cheesecake,1,2024-01-11 21:04:00
Unknown Item 3,2,2024-01-11 22:49:00
  Salmon  s,1,2024-01-12 02:38:00
Veggie Burger,2,2024-01-11 23:49:00
  Salmon  ,2,invalid_date
Caesar Salad,1,2024-01-11 22:28:00
Caesar Salad,2,2024-01-12 00:22:00
Chicken Wings,-1,2024-01-12 01:24:00
Tea,3,2024-01-11 23:43:00
Mashed Potatoes,3,2024-01-12 02:24:00
Hummus Plate,1,2024-01-11 20:39:00
Hummus Plate,1,invalid_date
Onion Rings,1,2024-01-12 03:05:00
Hummus Plate,2,2024-01-11 22:24:00
Margherita Pizza,1,2024-01-12 03:40:00
Soup of the Day,1,invalid_date
Margherita Pizza,1,2024-01-11 22:06:00
French Fries,1,2024-01-11 20:19:00
Soup of the Day,2,2024-01-11 23:48:00
Seasonal Special,1,2024-01-11 22:08:00
Soup of the Day,2,2024-01-11 20:27:00
Margherita Pizza,1,2024-01-11 23:35:00
Coca Cola,1,2024-01-12 00:06:00
Coca Cola,2,2024-01-11 19:22:00
Mashed Potatoes,4,2024-01-12 01:38:00
Caesar Salad,2,2024-01-12 02:20:00
Sparkling Water,1,2024-01-12 04:00:00
Tea,1,2024-01-11 22:24:00
Apple Pie,3,2024-01-12 03:46:00
Tea,1,2024-01-12 04:57:00
Coca Cola,1,2024-01-12 07:15:00
French Fries,3,2024-01-12 02:10:00
Cheesecake,3,2024-01-12 03:10:00
Veggie Burger,4,2024-01-11 21:19:00
Unknown Item 18,3,2024-01-11 22:09:00
Apple Pie,3,2024-01-11 20:27:00
Veggie Burger,1,2024-01-11 22:19:00
Coca Cola,1,2024-01-12 00:04:00
Soup of the Day,2,2024-01-11 22:15:00
Mashed Potatoes,2,2024-01-12 03:31:00
Caesar Salad,1,2024-01-12 02:12:00
Veggie Burger,1,2024-01-11 23:08:00
Caesar Salad,1,2024-01-11 22:25:00
Unknown Item 0,2,2024-01-11 22:39:00
Mashed Potatoes,1,2024-01-11 22:55:00
Tea,1,2024-01-11 22:21:00
  Salmon  ,2,2024-01-11 23:52:00
Apple Juice,2,2024-01-12 04:38:00
Apple Juice,1,2024-01-11 21:20:00
Veggie Burger,2,2024-01-12 02:44:00
Coca Cola,2,2024-01-11 21:20:00
Chicken Burger,1,invalid_date
Veggie Burger,1,2024-01-12 05:18:00
Unknown Item 19,1,2024-01-12 03:40:00
Veggie Burger,1,2024-01-12 00:36:00
Tiramisu,3,2024-01-12 03:20:00
Apple Pie,1,2024-01-11 22:52:00
  Salmon  ,2,invalid_date
Chicken Burger,1,2024-01-11 21:36:00
  Salmon  ,1,2024-01-11 21:34:00
Apple Pie,2,2024-01-11 21:49:00
  Salmon  ,1,2024-01-12 01:46:00
  Salmon  ,1,2024-01-11 23:45:00
Unknown Item 17,1,2024-01-11 21:51:00
Cheesecake,1,2024-01-11 22:44:00
Hummus Plate,2,2024-01-11 20:54:00
Chocolate Cake,1,2024-01-12 03:26:00
Mashed Potatoes,3,2024-01-12 02:08:00
  Salmon  ,2,2024-01-12 02:15:00
  Salmon  ,1,2024-01-11 22:09:00
Seasonal Special,1,2024-01-12 03:50:00
Coca Cola,1,2024-01-11 22:28:00
Unknown Item 12,2,2024-01-12 07:30:00
Sparkling Water,1,2024-01-12 02:34:00
Caesar Salad,3,2024-01-12 00:58:00
Hummus Plate,1,2024-01-12 04:26:00
  Salmon  ,3,2024-01-12 01:50:00
Margherita Pizza,1,invalid_date
  Salmon  ,3,invalid_date
  Salmon  ,1,2024-01-12 02:58:00
  Salmon  ,1,2024-01-11 20:49:00
Mashed Potatoes,1,2024-01-11 22:42:00
Onion Rings,1,2024-01-11 22:41:00
  Salmon  ,4,2024-01-12 02:36:00
Coca Cola,1,2024-01-12 06:43:00
  Salmon  ,1,2024-01-12 02:48:00
Apple Juice,2,2024-01-11 22:50:00
Caesar Salad,1,2024-01-11 23:00:00
Unknown Item 0,2,2024-01-11 20:14:00
Chocolate Cake,2,2024-01-12 00:33:00
Chicken Burger,1,2024-01-12 02:44:00
Margherita Pizza,3,2024-01-12 02:28:00
  Salmon  ,1,invalid_date
Margherita Pizza,1,2024-01-12 03:37:00
Hummus Plate,2,2024-01-12 03:09:00
Tiramisu,2,2024-01-11 22:01:00
  Salmon  ,1,2024-01-12 00:18:00
French Fries,2,2024-01-11 23:05:00
Unknown Item 13,1,invalid_date
  Salmon  ,1,2024-01-12 21:19:00
Unknown Item 11,3,2024-01-12 22:50:00
Caesar Salad,1,2024-01-12 21:30:00
Onion Rings,1,2024-01-12 22:06:00
  Salmon  ,3,2024-01-12 23:44:00
Unknown Item 14,4,2024-01-12 23:04:00
Coca Cola,1,2024-01-12 22:51:00
  Salmon  ,2,2024-01-13 03:01:00
Caesar Salad,2,2024-01-13 04:41:00
Coca Cola,3,2024-01-12 21:51:00
Sparkling Water,3,2024-01-12 21:47:00
Hummus Plate,1,2024-01-12 21:11:00
Veggie Burger,1,2024-01-13 01:21:00
Sparkling Water,1,2024-01-13 02:29:00
Hummus Plate,2,2024-01-12 21:25:00
Tea,2,2024-01-13 02:11:00
  Salmon  ,2,2024-01-13 02:27:00
Caesar Salad,4,2024-01-12 22:47:00
Unknown Item 12,1,2024-01-13 02:12:00
Unknown Item 15,1,2024-01-12 23:27:00
Unknown Item 1,1,2024-01-12 22:45:00
Caesar Salad,1,2024-01-12 21:17:00
Soup of the Day,1,2024-01-13 03:51:00
Chocolate Cake,1,2024-01-13 03:36:00
  Salmon  ,2,2024-01-12 21:55:00
Apple Pie,3,2024-01-13 01:23:00
Sparkling Water,2,2024-01-12 22:29:00
Unknown Item 18,2,2024-01-12 21:42:00
Hummus Plate,1,2024-01-13 04:33:00
Chicken Burger,2,2024-01-13 05:20:00
Apple Juice,2,invalid_date
Sparkling Water,2,2024-01-12 22:07:00
Unknown Item 16,1,2024-01-12 22:54:00
Margherita Pizza,1,2024-01-12 23:11:00
Veggie Burger,1,2024-01-13 03:45:00
Onion Rings,2,2024-01-13 03:58:00
Coca Cola,3,2024-01-13 02:05:00
French Fries,3,2024-01-13 02:20:00
Sparkling Water,1,2024-01-12 21:19:00
Mashed Potatoes,2,2024-01-12 21:23:00
Hummus Plate,3,2024-01-13 03:32:00
  Salmon  ,1,2024-01-12 22:38:00
Hummus Plate,1,invalid_date
Margherita Pizza,3,2024-01-12 23:31:00
Coca Cola,1,2024-01-13 02:44:00
  Salmon  ,3,2024-01-13 04:59:00
  Salmon  ,4,2024-01-13 07:35:00
Unknown Item 18,2,2024-01-12 21:18:00
Veggie Burger,3,2024-01-12 21:20:00
Margherita Pizza,2,2024-01-13 04:39:00
Margherita Pizza,2,2024-01-12 20:22:00
Chocolate Cake,1,invalid_date
Margherita Pizza,1,2024-01-12 21:52:00
Tiramisu,1,2024-01-12 22:35:00
Daily Special,2,invalid_date
Chicken Wings,1,2024-01-12 23:31:00
Veggie Burger,1,2024-01-12 23:53:00
Apple Pie,1,2024-01-12 23:10:00
Unknown Item 1,-2,2024-01-12 20:01:00
  Salmon  ,4,2024-01-13 03:14:00
  Salmon  s,4,2024-01-12 22:17:00
Onion Rings,1,2024-01-12 21:18:00
Soup of the Day,3,2024-01-12 21:29:00
Veggie Burger,2,2024-01-13 02:49:00
Sparkling Water,2,2024-01-13 03:35:00
Apple Pie,2,2024-01-13 00:36:00
Veggie Burger,1,2024-01-12 21:49:00
Apple Juice,3,2024-01-13 01:23:00
Sparkling Water,1,2024-01-13 01:48:00
Margherita Pizza,1,2024-01-12 19:46:00
Chocolate Cake,2,invalid_date
Apple Pie,1,2024-01-13 06:06:00
  Salmon  ,1,2024-01-13 03:41:00
Unknown Item 4,2,2024-01-13 03:19:00
Veggie Burger,1,2024-01-13 04:02:00
Tiramisu,2,2024-01-12 23:22:00
  Salmon  ,2,2024-01-13 04:05:00
Unknown Item 3,2,invalid_date
French Fries,2,2024-01-13 03:15:00
Caesar Salad,2,2024-01-12 21:47:00
Old Menu Item,2,2024-01-13 02:22:00
Veggie Burger,2,2024-01-13 04:39:00
Apple Pie,2,2024-01-13 02:10:00
Unknown Item 13,2,2024-01-13 02:50:00
Daily Special,3,2024-01-12 21:13:00
  Salmon  ,1,2024-01-13 03:36:00
Hummus Plate,1,2024-01-12 22:17:00
Soup of the Day,3,2024-01-13 02:10:00
Unknown Item 4,1,2024-01-12 22:45:00
Chicken Burger,1,2024-01-12 22:36:00
Soup of the Day,2,invalid_date
  Salmon  ,1,2024-01-13 00:57:00
Veggie Burger,1,2024-01-13 03:06:00
Cheesecake,4,2024-01-12 21:48:00
Caesar Salad,2,2024-01-13 03:58:00
Soup of the Day,1,2024-01-12 20:17:00
Chocolate Cake,4,2024-01-13 04:08:00
Mashed Potatoes,4,invalid_date
Hummus Plate,1,2024-01-12 22:45:00
  Salmon  ,1,2024-01-12 22:15:00
  Salmon  ,3,2024-01-13 03:43:00
Coca Cola,2,2024-01-12 22:09:00
Soup of the Day,2,2024-01-13 02:17:00
Veggie Burger,3,2024-01-13 02:24:00
Unknown Item 6,2,2024-01-12 23:40:00
  Salmon  ,1,2024-01-13 03:49:00
Chicken Burger,2,2024-01-12 20:32:00
Caesar Salad,1,2024-01-13 03:44:00
Soup of the Day,2,2024-01-13 04:23:00
Soup of the Day,2,2024-01-12 23:31:00
Unknown Item 6,1,invalid_date
Sparkling Waters,2,2024-01-13 04:54:00
Margherita Pizza,1,2024-01-13 03:46:00
French Fries,1,2024-01-13 06:40:00
Caesar Salad,2,2024-01-13 02:22:00
Margherita Pizza,1,2024-01-13 04:50:00
Sparkling Water,2,2024-01-13 01:13:00
Coca Cola,1,2024-01-13 05:52:00
Apple Pie,2,invalid_date
  Salmon  ,3,2024-01-12 22:18:00
Hummus Plate,2,2024-01-14 01:08:00
Soup of the Day,1,invalid_date
Unknown Item 19,4,2024-01-14 03:57:00
Margherita Pizza,1,2024-01-14 03:03:00
Unknown Item 4,1,2024-01-13 19:40:00
Chicken Burger,1,2024-01-14 03:29:00
Veggie Burger,1,2024-01-13 18:59:00
Margherita Pizza,4,2024-01-14 04:28:00
  Salmon  ,1,2024-01-13 23:27:00
Unknown Item 14,2,2024-01-13 21:44:00
Veggie Burger,2,2024-01-14 04:56:00
Tea,1,2024-01-14 02:10:00
Apple Juice,2,invalid_date
Hummus Plate,1,2024-01-13 22:41:00
Sparkling Water,1,2024-01-13 22:05:00
  Salmon  ,1,invalid_date
  Salmon  ,3,2024-01-14 02:03:00
Chicken Burger,4,2024-01-13 23:19:00
Unknown Item 4,1,2024-01-14 03:48:00
  Salmon  ,1,2024-01-13 21:41:00
  Salmon  ,2,2024-01-13 20:06:00
Unknown Item 14,1,2024-01-13 18:30:00
French Fries,3,2024-01-13 20:37:00
  Salmon  ,2,2024-01-13 21:43:00
Onion Rings,1,2024-01-13 23:00:00
Chicken Wings,3,2024-01-14 03:52:00
Margherita Pizza,1,2024-01-13 21:55:00
Sparkling Water,3,2024-01-13 23:08:00
Veggie Burger,3,2024-01-14 00:14:00
Soup of the Day,1,2024-01-13 22:46:00
Hummus Plate,1,2024-01-14 03:06:00
Margherita Pizza,4,2024-01-13 22:56:00
Soup of the Day,3,2024-01-13 22:24:00
  Salmon  ,1,2024-01-14 03:48:00
Unknown Item 14,3,2024-01-14 04:41:00
Unknown Item 19,1,2024-01-14 07:09:00
  Salmon  ,1,2024-01-13 20:36:00
Veggie Burger,3,2024-01-13 18:41:00
Apple Pie,1,invalid_date
Unknown Item 9,3,2024-01-14 03:40:00
Unknown Item 7,1,2024-01-14 03:58:00
Coca Cola,2,2024-01-13 23:43:00
Veggie Burger,1,2024-01-13 23:13:00
Soup of the Day,2,2024-01-13 20:06:00
Coca Cola,2,2024-01-13 21:07:00
French Fries,1,2024-01-14 02:24:00
Caesar Salad,2,2024-01-13 22:27:00
  Salmon  ,1,2024-01-13 22:08:00
  Salmon  ,1,2024-01-13 22:41:00
Seasonal Special,3,2024-01-13 20:35:00
Caesar Salad,1,2024-01-14 02:46:00
Sparkling Water,2,2024-01-14 02:49:00
Caesar Salad,2,2024-01-14 05:01:00
Apple Pie,2,2024-01-14 04:42:00
Tea,1,2024-01-14 04:13:00
Unknown Item 3,1,2024-01-14 00:32:00
Veggie Burger,1,2024-01-13 21:25:00
Unknown Item 10,2,2024-01-13 22:03:00
Soup of the Day,3,2024-01-14 03:50:00
Soup of the Day,2,invalid_date
Unknown Item 19,1,invalid_date
Chicken Burger,1,invalid_date
Chicken Burger,1,invalid_date
  Salmon  ,1,2024-01-14 06:23:00
Hummus Plate,1,2024-01-14 04:08:00
Unknown Item 17,1,2024-01-13 22:53:00
Unknown Item 10,1,2024-01-14 02:23:00
Mashed Potatoes,1,2024-01-14 01:11:00
Tiramisu,1,2024-01-14 03:49:00
Veggie Burger,1,2024-01-13 20:37:00
  Salmon  ,1,2024-01-13 20:16:00
Hummus Plate,1,2024-01-13 21:59:00
Caesar Salad,2,2024-01-13 20:50:00
Unknown Item 15,1,2024-01-13 23:18:00
Margherita Pizza,1,2024-01-14 02:32:00
Hummus Plate,1,2024-01-14 03:27:00
Garlic Mushrooms,1,2024-01-14 03:05:00
Tiramisu,1,2024-01-14 02:34:00
Tiramisu,1,2024-01-14 02:17:00
Margherita Pizza,2,2024-01-13 20:05:00
Margherita Pizza,1,2024-01-14 00:13:00
Margherita Pizza,1,2024-01-14 06:09:00
Unknown Item 18,3,2024-01-14 01:25:00
Chocolate Cake,1,invalid_date
Unknown Item 11,1,2024-01-14 04:43:00
Onion Rings,3,invalid_date
Sparkling Water,3,2024-01-14 03:46:00
  Salmon  ,1,2024-01-14 05:15:00
Chocolate Cake,1,2024-01-13 20:05:00
Chicken Burger,1,2024-01-14 04:07:00
Unknown Item 5,1,2024-01-13 23:38:00
  Salmon  ,2,2024-01-13 20:42:00
Hummus Plate,1,invalid_date
Chicken Burger,1,2024-01-13 21:00:00
Soup of the Day,3,2024-01-14 03:44:00
Margherita Pizza,4,2024-01-13 18:31:00
Caesar Salad,1,2024-01-14 05:33:00
  Salmon  ,2,2024-01-14 00:52:00
Sparkling Water,1,2024-01-14 03:10:00
Cheesecake,3,2024-01-13 22:47:00
French Fries,1,2024-01-14 03:17:00
Hummus Plate,1,2024-01-14 03:07:00
Tiramisu,1,2024-01-14 03:01:00
Veggie Burger,1,2024-01-13 22:27:00
Coca Cola,1,2024-01-13 22:04:00
Tiramisu,2,2024-01-13 22:36:00
Unknown Item 0,2,2024-01-14 02:31:00
Soup of the Day,1,2024-01-13 23:23:00
Soup of the Day,1,2024-01-13 20:54:00
Chicken Burger,1,2024-01-14 02:23:00
Margherita Pizza,3,2024-01-13 21:49:00
Chocolate Cake,3,2024-01-13 21:36:00
  Salmon  ,4,2024-01-14 03:07:00
Margherita Pizza,3,invalid_date
Hummus Plate,1,2024-01-13 18:54:00
Caesar Salad,1,2024-01-14 04:15:00
Unknown Item 3,2,2024-01-13 19:23:00
Margherita Pizza,3,2024-01-13 22:09:00
Chocolate Cakes,1,2024-01-13 21:54:00
Sparkling Water,1,2024-01-13 19:51:00
Tiramisu,3,2024-01-14 04:47:00
Unknown Item 12,1,2024-01-14 02:14:00
  Salmon  ,1,2024-01-13 22:26:00
Unknown Item 4,2,2024-01-14 04:20:00
Caesar Salad,1,2024-01-13 22:04:00
Unknown Item 10,1,2024-01-14 02:07:00
Unknown Item 2,2,2024-01-14 00:57:00
Tea,2,2024-01-13 20:14:00
Unknown Item 16,4,invalid_date
Caesar Salad,1,2024-01-14 05:04:00
Veggie Burger,1,2024-01-14 04:55:00
Tea,2,2024-01-13 22:54:00
Margherita Pizza,2,2024-01-13 22:05:00
Sparkling Water,1,2024-01-14 01:00:00
Coca Cola,2,2024-01-13 22:18:00
  Salmon  ,1,2024-01-15 03:47:00
Chicken Burger,1,2024-01-15 02:29:00
  Salmon  ,1,2024-01-14 22:31:00
Margherita Pizza,1,2024-01-15 07:49:00
Apple Juice,1,2024-01-14 21:57:00
  Salmon  ,2,2024-01-15 01:50:00
Apple Juice,2,2024-01-14 21:00:00
Unknown Item 14,3,invalid_date
Soup of the Day,1,2024-01-14 21:22:00
  Salmon  ,1,2024-01-15 02:44:00
Soup of the Day,1,2024-01-15 04:21:00
Soup of the Day,1,2024-01-14 18:42:00
Mashed Potatoes,2,2024-01-14 22:47:00
Chocolate Cake,2,2024-01-15 03:06:00
Unknown Item 11,2,2024-01-14 21:15:00
Caesar Salad,1,2024-01-14 23:03:00
Soup of the Day,1,2024-01-15 06:09:00
  Salmon  ,1,2024-01-15 03:05:00
Chicken Burger,1,2024-01-14 19:14:00
Unknown Item 4,2,2024-01-15 04:33:00
Old Menu Item,4,2024-01-14 23:57:00
Soup of the Day,1,2024-01-14 22:47:00
Tea,2,2024-01-14 20:06:00
Sparkling Water,2,2024-01-15 00:40:00
Unknown Item 11,1,2024-01-15 03:04:00
  Salmon  ,2,2024-01-15 02:03:00
  Salmon  ,1,2024-01-14 23:08:00
Coca Cola,1,invalid_date
Caesar Salad,2,2024-01-15 04:59:00
  Salmon  ,3,invalid_date
Caesar Salad,1,2024-01-15 04:20:00
Unknown Item 19,1,2024-01-14 22:17:00
Apple Juice,3,2024-01-14 21:12:00
Sparkling Water,3,2024-01-14 21:49:00
Unknown Item 19,2,2024-01-15 02:09:00
Soup of the Day,1,2024-01-14 21:28:00
French Fries,3,2024-01-14 23:26:00
Soup of the Day,1,2024-01-14 21:22:00
Margherita Pizza,2,2024-01-15 05:13:00
Margherita Pizza,1,2024-01-14 23:29:00
Unknown Item 9,2,2024-01-14 22:07:00
Unknown Item 2,1,2024-01-14 20:51:00
Unknown Item 15,1,2024-01-15 03:52:00
Apple Juices,1,2024-01-15 03:38:00
Unknown Item 5,1,2024-01-14 19:53:00
Unknown Item 10,2,2024-01-15 04:09:00
  Salmon  ,3,2024-01-14 20:15:00
Caesar Salad,4,2024-01-15 05:25:00
  Salmon  ,1,invalid_date
Tea,2,2024-01-14 22:52:00
  Salmon  ,2,2024-01-15 07:01:00
Tiramisu,1,2024-01-15 05:54:00
Hummus Plate,1,2024-01-14 23:47:00
Soup of the Day,2,2024-01-15 01:06:00
Caesar Salad,-3,2024-01-14 23:51:00
Unknown Item 8,2,2024-01-15 03:07:00
Caesar Salad,1,2024-01-14 18:53:00
Chicken Burger,2,2024-01-15 03:14:00
Unknown Item 19,1,2024-01-14 21:52:00
Chicken Burger,2,2024-01-14 23:43:00
Unknown Item 18,2,2024-01-15 02:41:00
Veggie Burger,1,2024-01-14 20:37:00
Tea,3,2024-01-14 22:52:00
French Fries,1,2024-01-14 20:04:00
  Salmon  ,4,2024-01-14 21:41:00
Soup of the Day,1,2024-01-14 23:08:00
Unknown Item 13,1,2024-01-14 20:54:00
French Fries,1,2024-01-15 04:21:00
Veggie Burger,1,2024-01-14 21:29:00
Apple Juice,1,2024-01-14 20:59:00
Unknown Item 5,2,2024-01-15 02:52:00
  Salmon  ,2,2024-01-15 03:31:00
Chocolate Cake,2,2024-01-14 19:43:00
Margherita Pizza,1,2024-01-14 23:22:00
Unknown Item 11,2,2024-01-14 21:11:00
Mashed Potatoes,1,2024-01-14 22:28:00
  Salmon  ,2,2024-01-15 04:02:00
Hummus Plate,1,invalid_date
Soup of the Day,3,invalid_date
Veggie Burger,2,2024-01-15 00:56:00
Mashed Potatoes,2,2024-01-15 01:03:00
Margherita Pizza,1,invalid_date
  Salmon  ,1,2024-01-14 21:12:00
Onion Rings,1,2024-01-15 02:51:00
Caesar Salad,3,invalid_date
Garlic Mushrooms,3,2024-01-15 07:34:00
Caesar Salad,-1,2024-01-15 03:24:00
Soup of the Day,2,2024-01-15 03:22:00
  Salmon  ,2,2024-01-15 00:50:00
Hummus Plate,2,2024-01-15 00:58:00
Veggie Burger,1,2024-01-15 02:20:00
  Salmon  ,1,2024-01-14 22:11:00
Mashed Potatoes,1,2024-01-14 19:38:00
Mashed Potatoes,3,2024-01-14 21:57:00
Apple Pie,1,2024-01-15 03:17:00
Caesar Salad,1,2024-01-14 20:30:00
Hummus Plate,3,invalid_date
Caesar Salad,2,2024-01-15 02:14:00
Cheesecake,3,2024-01-15 06:06:00
Apple Juice,1,2024-01-14 22:15:00
  Salmon  ,1,2024-01-14 22:52:00
Seasonal Special,3,2024-01-15 03:47:00
  Salmon  ,1,2024-01-14 20:14:00
Sparkling Water,1,2024-01-15 02:51:00
Mashed Potatoes,1,2024-01-14 22:59:00
Unknown Item 9,1,2024-01-15 04:54:00
Veggie Burger,1,2024-01-14 21:15:00
Unknown Item 14,3,2024-01-15 02:51:00
Apple Juice,3,invalid_date
Chocolate Cake,3,2024-01-15 04:01:00
Veggie Burger,1,2024-01-15 03:22:00
Mashed Potatoes,1,2024-01-15 05:36:00
Sparkling Water,1,invalid_date
Tiramisu,3,2024-01-15 04:51:00
Unknown Item 6,1,2024-01-15 04:31:00
Chicken Burger,2,2024-01-15 01:11:00
Unknown Item 2,2,2024-01-15 00:05:00
  Salmon  ,1,invalid_date
Coca Cola,1,2024-01-14 21:33:00
Coca Cola,4,2024-01-15 00:21:00
Daily Special,4,2024-01-15 04:12:00
Soup of the Day,1,2024-01-15 03:21:00
Mashed Potatoes,1,2024-01-15 03:58:00
Mashed Potatoes,4,2024-01-15 03:55:00
French Fries,1,2024-01-14 22:01:00
Mashed Potatoes,1,2024-01-14 21:45:00
Coca Cola,1,2024-01-15 04:49:00
  Salmon  ,2,2024-01-14 21:33:00
  Salmon  ,1,2024-01-15 04:04:00
Caesar Salad,1,2024-01-14 22:42:00
Chicken Burger,1,2024-01-14 22:06:00
Chocolate Cake,2,2024-01-14 22:20:00
Unknown Item 17,4,2024-01-14 21:10:00
Margherita Pizza,3,2024-01-15 03:27:00
Unknown Item 7,3,2024-01-15 03:31:00
